csv_row,isbn13,label,source,status,fields_found,fields_total,missing_fields,covers_written,reviews_written,genres_written,blurb_chars,warnings,book_url,error,out_dir
9815,9780821770795,,kobo,skipped,0,0,,0,0,0,0,1,,,data
9816,9781564405272,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9817,9780451458100,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9818,9780789717962,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9819,9780816024025,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9820,9780060166038,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9821,9780061084171,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9822,9780316920292,,kobo,skipped,0,0,,0,0,0,0,1,,,data
9823,9780631175018,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9824,9780671798567,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
9825,9780152001308,,kobo,blocked,0,7,title; authors; publisher; origin; date_of_publication; language; genres,0,0,0,0,11,,,data
