csv_row,isbn13,label,source,status,fields_found,fields_total,missing_fields,covers_written,reviews_written,genres_written,blurb_chars,warnings,book_url,error,out_dir
2694,9788431504120,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2695,9788474171358,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2696,9788440676382,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2697,9788440642264,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2698,9788430577026,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2699,9788440691453,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2700,9788440676078,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2701,9788440663801,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2702,9788440666895,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2703,9788440695673,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2704,9788440642271,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2705,9788448000417,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2706,9783442356089,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2707,9783746618333,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2708,9780060930219,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2709,9780345450647,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2710,9783492041652,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2711,9780452268562,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2712,9780440208525,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2713,9780672227158,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2714,9780155930216,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2715,9780375753305,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2716,9780345292513,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2717,9780345254535,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2718,9781561632909,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2719,9780440223306,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2720,9780888946805,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2721,9780767907415,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2722,9780679776222,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2723,9780812991512,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2724,9780140446494,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2725,9780670811472,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2726,9780836282894,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2727,9780679028277,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2728,9780679032595,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2729,9781564408747,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2730,9781859580554,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2731,9780140441048,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2732,9780140444063,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2733,9780786880676,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2734,9780425167113,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2735,9780192750914,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2736,9780671874360,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2737,9780395604786,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2738,9780441774081,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2739,9780140238389,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2740,9780931188237,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2741,9780618009961,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2742,9780312957179,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2743,9780963832757,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2744,9780812504187,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2745,9780671462116,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2746,9780425060520,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2747,9780786707287,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2748,9780451524287,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2749,9780671639709,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2750,9780399503856,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2751,9780553210934,,amazon,skipped,0,0,,0,0,0,0,1,,,data
2752,9780965327503,,amazon,skipped,0,0,,0,0,0,0,1,,,data
